"date","hits","keyword","geo","time","gprop","category"
2021-01-17,45,"Supply chain","CA-ON","today+5-y","web",0
2021-01-24,66,"Supply chain","CA-ON","today+5-y","web",0
2021-01-31,49,"Supply chain","CA-ON","today+5-y","web",0
2021-02-07,61,"Supply chain","CA-ON","today+5-y","web",0
2021-02-14,54,"Supply chain","CA-ON","today+5-y","web",0
2021-02-21,52,"Supply chain","CA-ON","today+5-y","web",0
2021-02-28,49,"Supply chain","CA-ON","today+5-y","web",0
2021-03-07,51,"Supply chain","CA-ON","today+5-y","web",0
2021-03-14,50,"Supply chain","CA-ON","today+5-y","web",0
2021-03-21,51,"Supply chain","CA-ON","today+5-y","web",0
2021-03-28,45,"Supply chain","CA-ON","today+5-y","web",0
2021-04-04,51,"Supply chain","CA-ON","today+5-y","web",0
2021-04-11,49,"Supply chain","CA-ON","today+5-y","web",0
2021-04-18,48,"Supply chain","CA-ON","today+5-y","web",0
2021-04-25,39,"Supply chain","CA-ON","today+5-y","web",0
2021-05-02,37,"Supply chain","CA-ON","today+5-y","web",0
2021-05-09,50,"Supply chain","CA-ON","today+5-y","web",0
2021-05-16,41,"Supply chain","CA-ON","today+5-y","web",0
2021-05-23,52,"Supply chain","CA-ON","today+5-y","web",0
2021-05-30,38,"Supply chain","CA-ON","today+5-y","web",0
2021-06-06,41,"Supply chain","CA-ON","today+5-y","web",0
2021-06-13,35,"Supply chain","CA-ON","today+5-y","web",0
2021-06-20,40,"Supply chain","CA-ON","today+5-y","web",0
2021-06-27,31,"Supply chain","CA-ON","today+5-y","web",0
2021-07-04,34,"Supply chain","CA-ON","today+5-y","web",0
2021-07-11,38,"Supply chain","CA-ON","today+5-y","web",0
2021-07-18,47,"Supply chain","CA-ON","today+5-y","web",0
2021-07-25,44,"Supply chain","CA-ON","today+5-y","web",0
2021-08-01,43,"Supply chain","CA-ON","today+5-y","web",0
2021-08-08,43,"Supply chain","CA-ON","today+5-y","web",0
2021-08-15,37,"Supply chain","CA-ON","today+5-y","web",0
2021-08-22,29,"Supply chain","CA-ON","today+5-y","web",0
2021-08-29,31,"Supply chain","CA-ON","today+5-y","web",0
2021-09-05,52,"Supply chain","CA-ON","today+5-y","web",0
2021-09-12,42,"Supply chain","CA-ON","today+5-y","web",0
2021-09-19,54,"Supply chain","CA-ON","today+5-y","web",0
2021-09-26,63,"Supply chain","CA-ON","today+5-y","web",0
2021-10-03,59,"Supply chain","CA-ON","today+5-y","web",0
2021-10-10,65,"Supply chain","CA-ON","today+5-y","web",0
2021-10-17,81,"Supply chain","CA-ON","today+5-y","web",0
2021-10-24,73,"Supply chain","CA-ON","today+5-y","web",0
2021-10-31,82,"Supply chain","CA-ON","today+5-y","web",0
2021-11-07,68,"Supply chain","CA-ON","today+5-y","web",0
2021-11-14,76,"Supply chain","CA-ON","today+5-y","web",0
2021-11-21,66,"Supply chain","CA-ON","today+5-y","web",0
2021-11-28,69,"Supply chain","CA-ON","today+5-y","web",0
2021-12-05,74,"Supply chain","CA-ON","today+5-y","web",0
2021-12-12,62,"Supply chain","CA-ON","today+5-y","web",0
2021-12-19,33,"Supply chain","CA-ON","today+5-y","web",0
2021-12-26,23,"Supply chain","CA-ON","today+5-y","web",0
2022-01-02,75,"Supply chain","CA-ON","today+5-y","web",0
2022-01-09,90,"Supply chain","CA-ON","today+5-y","web",0
2022-01-16,100,"Supply chain","CA-ON","today+5-y","web",0
2022-01-23,92,"Supply chain","CA-ON","today+5-y","web",0
2022-01-30,86,"Supply chain","CA-ON","today+5-y","web",0
2022-02-06,90,"Supply chain","CA-ON","today+5-y","web",0
2022-02-13,70,"Supply chain","CA-ON","today+5-y","web",0
2022-02-20,73,"Supply chain","CA-ON","today+5-y","web",0
2022-02-27,85,"Supply chain","CA-ON","today+5-y","web",0
2022-03-06,78,"Supply chain","CA-ON","today+5-y","web",0
2022-03-13,85,"Supply chain","CA-ON","today+5-y","web",0
2022-03-20,79,"Supply chain","CA-ON","today+5-y","web",0
2022-03-27,80,"Supply chain","CA-ON","today+5-y","web",0
2022-04-03,83,"Supply chain","CA-ON","today+5-y","web",0
2022-04-10,67,"Supply chain","CA-ON","today+5-y","web",0
2022-04-17,93,"Supply chain","CA-ON","today+5-y","web",0
2022-04-24,64,"Supply chain","CA-ON","today+5-y","web",0
2022-05-01,58,"Supply chain","CA-ON","today+5-y","web",0
2022-05-08,63,"Supply chain","CA-ON","today+5-y","web",0
2022-05-15,61,"Supply chain","CA-ON","today+5-y","web",0
2022-05-22,60,"Supply chain","CA-ON","today+5-y","web",0
2022-05-29,65,"Supply chain","CA-ON","today+5-y","web",0
2022-06-05,73,"Supply chain","CA-ON","today+5-y","web",0
2022-06-12,59,"Supply chain","CA-ON","today+5-y","web",0
2022-06-19,88,"Supply chain","CA-ON","today+5-y","web",0
2022-06-26,51,"Supply chain","CA-ON","today+5-y","web",0
2022-07-03,70,"Supply chain","CA-ON","today+5-y","web",0
2022-07-10,76,"Supply chain","CA-ON","today+5-y","web",0
2022-07-17,61,"Supply chain","CA-ON","today+5-y","web",0
2022-07-24,70,"Supply chain","CA-ON","today+5-y","web",0
2022-07-31,69,"Supply chain","CA-ON","today+5-y","web",0
2022-08-07,62,"Supply chain","CA-ON","today+5-y","web",0
2022-08-14,78,"Supply chain","CA-ON","today+5-y","web",0
2022-08-21,41,"Supply chain","CA-ON","today+5-y","web",0
2022-08-28,44,"Supply chain","CA-ON","today+5-y","web",0
2022-09-04,57,"Supply chain","CA-ON","today+5-y","web",0
2022-09-11,59,"Supply chain","CA-ON","today+5-y","web",0
2022-09-18,72,"Supply chain","CA-ON","today+5-y","web",0
2022-09-25,82,"Supply chain","CA-ON","today+5-y","web",0
2022-10-02,82,"Supply chain","CA-ON","today+5-y","web",0
2022-10-09,59,"Supply chain","CA-ON","today+5-y","web",0
2022-10-16,74,"Supply chain","CA-ON","today+5-y","web",0
2022-10-23,54,"Supply chain","CA-ON","today+5-y","web",0
